"ASV_hash","Station_1","Station_10","Station_11","Station_12","Station_14","Station_15","Station_16","Station_17","Station_18","Station_2","Station_3","Station_4","Station_5","Station_6","Station_7","Station_8","Station_9"
"0db866589f46e2c6d86bd8cda8a06fbe",116.5,0,0,0,0,0,96,0,0,392,0,0,0,0,93,114,0
"0dd9afd3ad86b243687579c80423d38f",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0f4460af3fd481db702ea27765182740",15,0,0,0,0,0,0,0,8,0,15,0,0,0,0,0,0
"0fb15abed7c626582b1f1b736f28b6a9",136,127.5,416,3864.5,55.5,127,0,367,37,0,568,0,454.5,13,530,0,28
"10e15d094e1585e8afcdf00f8ce55e89",21,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
"113e9035977808e5a334d360720a7747",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12531edb01e8f87a9551369410364b4c",58,0,0,0,0,0,0,0,0,20.5,0,0,0,0,0,0,0
"1258f5e55d6ce2530c0c30b0c6ea1d6a",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129eca34df2b8de7497f5b82fe6c6f0f",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1323b6d19b7aba0f7009bf8496493d7e",21.5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"1387ceea7aaa44e25939479deb5b9f7c",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153289c4d8cd38b839069fa37c78bbf2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15b4e28e2e78e651ff42b1c6c4e7fb5c",104,0,90,0,0,51,0,0,0,0,0,0,0,0,146.5,0,61
"15e6ddf7df96b0304574ef310ef02da2",41,0,0,0,0,0,0,18,0,0,47,33.5,0,0,47,0,0
"15eb114628a04ce053c419c2cd62f170",7,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0
"160e3bbb57a5862403299610d8ef7146",88,0,0,14,0,0,0,0,42.5,0,57,70.5,0,0,35.5,0,0
"16865e7a560354a65bd82f9d47a793cd",106,0,0,0,0,0,0,0,0,75,222.5,0,0,0,0,0,0
"16bdfe559fa610dfbbfde7e80f99db34",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174b031c22c9f0fc92202b844d126e1c",16,0,156.25,0,0,0,0,0,8,0,55,0,0,0,0,0,14
"175bd3cf7d7350366ecc244851cb6484",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1844d25ae176ba9ae65e82d8646d13c0",5,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0
"1ac448d333d286a83fcd4d65b76aaeed",16,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
"1ae265a060a1ff610ac4698f80ad9df8",43,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0
"1af511d9e6f8bef283f3bcc896102c77",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1af82836b76bafcb5c93ec82c7ef68cb",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1bb710cd58dac3687cb202fd52e20a30",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1c4d7ddd00719d96b960c4e16c309a2e",25,0,0,0,0,0,0,0,0,0,20.5,10,0,0,0,0,0
"1d033d7187ea58fdff84442c221b21c0",19,0,67.5,22,0,92.5,80.5,0,25,34,39,35,0,0,0,0,0
"1d2de5577ac0226b8283af3f87c6742d",51,4,0,12,0,0,41,0,0,0,0,0,5.5,0,0,0,0
"1d739b69e933a74dbfa43c82f854f807",4.5,0,13.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1e4a5f41d758bc20715fd52ee7e220d8",7.5,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0
"1fb5477e4cbfde397752a060822d0a41",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2093942fc2b26b2341845c95d33a4d34",13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2097d96c750bdf08432a57f9f29c81a5",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20b0aa73cabedc52d537f5c1622a25c6",37,0,0,0,36.5,35.5,0,0,0,0,0,0,0,0,770,0,0
"21934deac8d390b70d18b308335a5cc0",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227aaf9a1077c191f8f2cd743ca355f2",36.5,0,0,0,0,0,0,0,27,0,99,0,0,0,0,0,0
"22f254d6e601aa67bd58a0c35f91841b",74.5,0,0,0,0,0,32,0,81,0,37.5,0,0,0,118,0,0
"2754f8145001f59f68a3e6943834c866",52,0,0,0,0,0,0,0,74.5,48,0,15,0,0,0,0,0
"2850d87a196e583776ea46417e7407cf",32,10,0,0,0,0,0,0,0,0,64.5,0,0,0,0,0,0
"2b4841adfe32c7d9bb6bcba12fa8439b",12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2bd78d319605af225f3fe23f65b7a4f6",834,0,193.5,139.5,200.5,165.5,187,78,192,413.5,245,379,36,75.5,0,118.5,0
"2cc0537b610ecd520a7ed2fb58fb8860",8,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"2d3254af8f4428892e73720c5e1764fe",34.5,0,0,41.5,0,12,0,0,0,0,13,0,40.5,0,0,0,0
"2d3ff6adce50383c4e74dbaa20620d3c",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2d6ba8b242bbbee532291650c5a0247f",17,0,5,0,0,0,0,0,0,0,0,0,0,0,36,0,0
"2d74cc87d2f8715b6764b58a71336bc2",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2e010c4f99cfd17bc5ef5e0491e667be",244.5,0,0,0,0,0,0,0,61,103,58,80.5,0,0,0,0,0
"3014165d5f15a3bddf4968db2952f864",10.5,0,0,0,0,0,0,0,0,0,29.5,0,0,0,0,0,0
"303e4fa4990528f9f9d37364dd1318ba",40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30433be148017f87ce309c5336cca14e",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308ee09fdee7c51d0fdee9544c168008",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30a6c4b3119db2c38e80cd632cd5bba5",21.5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"31e11d7110448a2732a9d7fa421a85f6",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32014d62db3441630dd53507ea6f20cf",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3233d64689b6f9179ab34abb389a3123",23,0,0,0,0,0,0,14,9,0,27.5,0,0,0,0,0,0
"324c4ef0cfb44e7a5f918787f0af75b0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32d1f00f3516114fe0f699ee3c7168eb",79,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"3324958b9dc080218151d96903343949",76.5,34,0,0,32,31,263,0,0,0,0,0,0,0,1730.5,0,0
"344831fd8c69c59da694840524a4e281",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34de7d46e76358cf3c1be328178050d2",18.5,0,22.5,0,0,0,0,0,10,0,55.5,0,9,0,0,0,32.5
"34fc0be70188d14ce880fb271396db21",41,0,0,0,0,103.5,0,0,33,0,0,0,0,0,0,0,0
"357ae8f9c76907428a7ea58d7abaed95",25,0,0,0,0,0,14,0,0,0,0,0,0,0,82,0,0
"35903b149f5b1a46cefb808d3d5b747a",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35f72093dfb5e71ed3c18cabe9215ada",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36302dafd7ed1fd6d9a97ba81d5eecf3",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"372329a4ee65310b39ac20c14837a23e",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374f792489921cf492e77e7dde8e9ec2",4,0,0,0,15,0,9,0,0,0,0,0,0,0,0,0,0
"37e40cae0a95829b7125ee0a51ab8a05",32,0,0,0,31,34,13,13,0,27,57,7.5,0,0,0,0,0
"38ccc6037ca794ef0f4f7036f07d7344",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"398bc4bed58b1799b573fe03a554862a",186.5,989,517.5,87.5,124.5,121,552.5,233.5,79,201.5,119,241,0,197.5,351,643,317.5
"3a1a60e41a533f7e55effbb5a3589b37",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3aa269999723ab805822458ca947f482",55,0,91,51.5,28.5,0,0,0,0,0,0,33,63,0,0,0,0
"3ae0b59081bc72cc261451c49db8fdd5",5,0,0,0,0,0,0,23,0,0,9,0,0,0,0,0,0
"3af6c105046c1babc6cbf834e22f14d8",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3c275e34e72aa375ff24a720afc41d3f",44,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
"3ca06d032236e352fea06a7cdedbd166",35.5,0,0,0,0,21,0,0,0,0,40,0,0,0,0,0,0
"3ec71757959c96b1f2cca064ceb1469f",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3f7614f2da2c08e79a5a7fdd0dc0fcdf",67.5,0,0,0,0,0,0,0,0,0,20.5,116,0,0,0,0,0
"3fb182d5fcbd98a34bcc896218cbe212",34,0,0,0,0,64,0,0,0,0,30,0,0,0,0,0,27
"3fe11380a9be298f247163bc78dafeb5",537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4005a24385be53f677c2cefca46fb4be",6,0,141.75,0,0,0,0,0,0,0,0,0,966,0,0,0,203
"402cc8859868dbc873686fdf6362fe3b",15.5,0,30.5,0,0,0,0,0,9.5,0,4.5,10,0,0,29.5,0,15
"40c037c5044d93344ca75c2c6c386e5f",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41088c678c3746a0dd560a90eb0c5f45",22.5,0,0,6,0,0,0,0,0,23,0,17.5,0,69.5,0,102.5,19
"41a5c2a9c30380d955064fbb305fc2e4",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"427939648093254cd8a7f14a00fe5afd",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"428fdff16e960ac80c7adbea7cfd9ed2",6,0,0,0,0,0,2077.5,0,0,0,0,30,0,0,0,0,0
"4294b6706aedae34dbb14480313ebf55",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42acc567a1ef351406350287bda95ef2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432a7c4c6fb9292e2a9a18f63d2c1d2b",32,0,131.5,128.5,55,0,27,14,0,0,0,26.5,202,0,0,0,18
"4347759ada5d26da5549aa48e693bb6f",111,0,0,0,0,28,0,0,0,0,0,35,0,0,0,0,0
"438112c1298f8a927a60ac034bef22d3",13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"442734a1a5e84abe00daeb34e28edd06",201.5,0,0,0,0,0,0,0,0,0,0,204.5,0,0,175,0,83
"44ad3e782e3cc71d1df6d2946baae909",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46439ee650c4443855b73e566fee4e25",13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48369bd86be41e49fdd67213302f168b",2,0,0,0,0,0,0,11,18,0,13,0,0,0,0,0,0
"4846164769e0caf8c6188f294e03bb86",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48abbe0d8b349cbe52233200bd0d1afc",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48d3c21aec1ad6c5f92525b18f0e745b",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495c2561a8d38ac910c83fe0c4dcfafa",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49a6bb016729bab5d8921c9eb57e95f8",17.5,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
"4b3b3f059679c889b869d649011a0740",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4b63faf022e3195f58803afb78777236",92,0,46.75,64,0,38,15.5,0,20,0,27,0,36.5,0,0,13,36.5
"4b95e4dffeceb384891d9bd701692ac9",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4db464d6e05c96af329b0f29ffa1d33a",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4e1b510ca8b4e3d35a59ba5c2a968219",4,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0
"4ee30267eecb528f6e89f94c2cd2500c",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4ef6a680fba5a3c26f5c3f691784a336",19,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5
"4f341f19ce7dbea98c8d9e4ad2146653",7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"4ffc607f29d21d406532a4d6de153fd7",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5048fa22f5393418630ec8abcb3a28df",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50f39ec04f822b8f9aa3802a1b0adb4d",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50fd78b2e7cdf4c38463349850079e6e",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52d3edbd33f2d2f83e8b871528f9aea3",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53af97e661d253764d313caa1b53e534",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53e38a88b59c3bd638af88e39ed67703",10.5,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0
"5460b418cb5aa0ed6c1a4b91e42b17be",50,0,0,0,0,24,32,0,16,0,0,0,0,0,0,0,0
"54d3099e2607ae2fc1ab75fe6b97f2d0",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"558442ef0695f033d9cf21c6bf5d9cda",8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"56a590539525a65acc2476c5098678d2",155,56,355.75,636,112,112,0,92,73,95.5,131,161,0,0,0,109.5,24.5
"58d08eea16f629de2595dad26e3bb1d6",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5928aaf2fcb6a32c1e3f878cdca17fe6",27,0,0,0,0,0,0,46.5,33,0,37,0,0,0,0,0,0
"598116f7f8d390df66897e165a7b1075",26,0,0,0,0,0,0,0,0,0,0,0,0,93,104.5,196.5,0
"5c968b591f71b4be67166dca8a40ba12",20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5db92f9ffa0ae5299422c610944db6db",30,0,0,0,0,0,0,0,0,58,15,0,0,0,0,0,0
"5f1d48b8ee0517a42a1c1970585fd6f1",46,0,0,0,0,0,73,198.5,77,0,20,82,0,0,0,0,0
"5f41063c3be8f92063cad72a6d81b2c8",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60342963986fece9c4bb15943689beb7",74.5,0,0,0,0,0,0,0,373,45.5,53,0,0,6,38,11,0
"60ebb08f215d6a9bb43b428e575d4f01",84,0,0,0,0,0,0,0,0,0,44.5,0,0,0,0,0,0
"629910d050e93bbfa0d3ee04e54d2b91",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"669cb60a6d5be4b91aaf4667a19018e0",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66bdd3c94b3b8a67626c85aa1bf27dc2",119,119,129.5,114,39,89,24,71.5,60.5,141,108,54.5,140,44.5,0,47,0
"689fa1314db881e5178e93c1ecbd5b9c",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6924ac0d922d3d9983350250d675c9e3",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6946e47947876ca508171063d4ee469d",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"699e6bd73eb4b3d11462d24a4359184f",25.5,0,0,0,0,0,0,0,7,0,44.5,6.5,0,0,0,0,0
"69d5e76a547453409f6d38913fd629c9",20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6a0b9e7e416a14ff6192e1533471617d",6,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0
"6a5b76125e909cbd6291e493f3fccaea",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6a6e51178c26e32f983e1778511b62f4",36,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"6b012fe892890007c407ee22165b1617",8,6,18.5,0,0,6,15,0,0,0,0,7,0,0,0,16,10
"6b42d2a75dd79b96e77f6e5b7afaf44e",40,0,0,0,12,0,15,0,16.5,51,0,0,0,0,0,0,0
"6b7bb775bb2db26ab84c425008b57c10",17,0,0,0,0,0,37,0,0,0,0,11,0,0,0,0,0
"6c5f74adf589f26e6443727f1d834402",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6c80e641ff556518b5405a524b65402c",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6ccd02cc198610962739c808ec865e1f",12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6cf1910034583c319c18acf595a75013",75,0,0,22,0,0,43.5,0,0,0,0,31.5,0,0,176,0,0
"6d7fe285d7c38f5657ed922821cce45f",44.5,0,0,0,0,0,0,8,17,56.5,30.5,13,0,0,961.333333333334,0,0
"6df42b2270c4ea9771c8a412bd83427d",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6e3e4adf0549580e9e7eb1843631db53",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6f4cfa8f651ad769e61cc523818453d2",41,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"6f84b0aec309fd50ec0102d60d2dba28",7,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
"6fde1ccd5981a2d7770660abc9e8fa19",16,0,0,0,0,0,0,0,0,30,19.5,0,0,0,0,0,0
"7013c2d5fa3ed14735df65e4f7ae553e",41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71a18419b00456846eac43bb457caaef",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71a2b7fb5cb8f302155db81f0fa40972",19,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"7249a2dbcfba163250c28b76c88fca03",12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"739d252e0830d66d071ff8b3f2054d82",7,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0
"74674103915cb13563201382bb5da41d",18,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
"750aa8ae079867edc31d5618f84c890b",192,74,99,65,55,51,0,314.5,97,134.5,209,164.5,27,0,0,44,64.5
"7527432ec0a4c87d1f3eaa1af1a448fc",5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"753f3197ef08cf0de557eb3b30f10450",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75f85bc46250d61863ac9230e2b903dd",8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7661c2b8619f2b45a3d4c00ec66bc675",10.5,0,0,0,0,0,11.5,0,0,0,11,0,0,0,0,0,0
"772bc5fc27d5ea1f9c5ddd4ea1ae4b42",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7755f1b7d8bb96fc7f93159f575cdadb",7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77c918df7c9014ea892fbf6e25c8ace0",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"793729cc7b602638e8fc9a9517499f7c",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7a114a07454ea81f6ee15d973db8d360",37.5,0,0,0,0,0,0,0,0,47,16.5,0,0,0,0,0,0
"7b36f513640b96698564bc454494d7bd",110,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"7d50555913c0d8e8f6e55a775518df8f",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7d6316ea77fd40d6dba666b5d339ec56",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7dbe1027bb88a0f2e1986d86c00cf2fd",41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7dc8f67e6c056b28469518d42c8d08b4",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80e7c46a67b467ca74c9e6c157f048a8",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80f31fac7bb39c454ad97cc0d108e00b",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81401ef0de9f00bed5cf92526b9870e7",4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"815faa4c45870e0dec67577a2ca2d545",16,0,105,0,52.5,40.5,0,0,0,0,16.5,19.5,0,0,0,0,28.5
"81dfcc9408d126ab266cfb2773df9c1e",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"824a3f6bd8ecf105d4f25716cc3b849a",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"824dd0b2ac3b34e3fe27a04fdc2493d2",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"828572e01d3a11506c42875af23bb688",15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8307b7a6000fc0a43fadd49cdcc5dea1",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"850cc9e73a5a150fd471f9d79feba414",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86917e711bff0e57728f8dddc07f92e0",68,0,0,0,0,0,14,0,72.5,46,31,9,0,0,0,0,0
"86dc846fb675b67bac4fa23333a93df6",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8764b6886fdab565b289a0569f4fad4b",12,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5,0,0
"87ea40fe7cdf9c0968cafd8805f2fc46",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8846c5c6fb37b2ad4c2c87a30764a2ec",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8860b102ba6b062e8d1f06402676622f",5,0,11,0,0,0,10,0,0,0,0,5,0,5,9,9,25
"8959eb807487a880036b6bde9f28f508",4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
"8a4a8df2842a23803de4fea73f7a7d63",43,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
"8a88951e41daba5d91688368a589eca1",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8af4f82e83e672d4c775b2cbb0d9b0f0",9,0,0,0,10,7,0,0,29.5,0,14.5,0,0,0,0,0,0
"8be11993fc9aa8086201bbcbb5324eb3",11,0,0,23,17,24,17,0,0,0,3,0,0,0,44,0,49
"8c614d5b5dc863343c2c839b717b1a7d",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8ca042b39fb9042a81781200b3a556bc",37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8d08fcccf90878145d3631955b6af663",6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"8db334deaf486268e8010494b286f605",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8ebcf1fe0d4ecc74e0de78864370dee5",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8eea8ac46f87487786a9892353476f41",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8f191022e93aa47f01839467e99fb700",4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"8f930a64bc0a7fab125d50f1005bed2c",27,0,63,0,0,0,0,0,0,0,0,0,0,0,180.5,39.5,318
"90113d2b190624bc417df6df28a7dd3d",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"905939133c679642e344ed099bfe0b2c",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91f1b6f4add8f2d4f5ddee5f5d4e686e",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"940c95eeb8784c002887c16a1fd38008",7.5,0,0,0,0,0,0,0,11,0,10.5,9.5,0,0,0,0,0
"949c4b655f2472c2e55f3b31655b5dad",36,0,0,0,0,0,0,0,0,0,0,28,0,79.5,910.5,0,0
"957bd52d364da61245d150efce9d9658",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96e7ce9f063bf80d7ce5a56ee6bae013",10.5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"973d656acbfcaa9a45325de371c89a5d",342,42.5,48,0,142.5,90,149,174.5,83.5,336,113.5,223,0,31.5,36,284.5,174
"977d3234ce168670a1530e77d850c61f",11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97a6fd6f21badb554694f2b091e284f7",7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"9835e1e24ccfea5945fee8a887ea6b1d",184.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"983b867fe9cb575570bf57fef6ba4468",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
